role_category,source_skill,target_skill,weight
Backend Developer,3rd party software integration,processor debugging,2
Backend Developer,3rd party software integration,technical software documentation,2
Backend Developer,a/b testing,sql,2
Backend Developer,aaos,c/c++,2
Backend Developer,aaos,flutter,2
Backend Developer,aaos,java,2
Backend Developer,aaos,json,2
Backend Developer,accounting,auditing,2
Backend Developer,accounting,aws,2
Backend Developer,accounting,card networks,2
Backend Developer,accounting,communication,2
Backend Developer,accounting,distributed systems,2
Backend Developer,accounting,eventdriven architecture,2
Backend Developer,accounting,kotlin,2
Backend Developer,accounting,microservices,2
Backend Developer,accounting,project management,2
Backend Developer,accounting,python,2
Backend Developer,active directory,javascript,2
Backend Developer,active directory,ldap,2
Backend Developer,active noise reduction,airoha,2
Backend Developer,active noise reduction,amlogic,2
Backend Developer,active noise reduction,android,2
Backend Developer,active noise reduction,audio processing,2
Backend Developer,active noise reduction,bes soc systems,2
Backend Developer,active noise reduction,bluetooth,2
Backend Developer,active noise reduction,drm,2
Backend Developer,active noise reduction,embedded software security,2
Backend Developer,active noise reduction,i2c,2
Backend Developer,active noise reduction,i2s,2
Backend Developer,active noise reduction,linux,2
Backend Developer,active noise reduction,mobile app interfaces,2
Backend Developer,active noise reduction,qualcomm hexagon,2
Backend Developer,active noise reduction,spi,2
Backend Developer,active noise reduction,stmicro,2
Backend Developer,active noise reduction,wireless communication protocols,2
Backend Developer,activemq,angular,2
Backend Developer,activemq,docker,2
Backend Developer,activemq,git,2
Backend Developer,activemq,java,2
Backend Developer,activemq,javascript,2
Backend Developer,activemq,python,2
Backend Developer,activemq,rabbitmq,2
Backend Developer,activemq,sql,2
Backend Developer,adaptability,agile,2
Backend Developer,adaptability,aws,2
Backend Developer,adaptability,azure,2
Backend Developer,adaptability,c#,2
Backend Developer,adaptability,ci/cd,2
Backend Developer,adaptability,creativity,2
Backend Developer,adaptability,data analysis,2
Backend Developer,adaptability,devops,2
Backend Developer,adaptability,django basics,2
Backend Developer,adaptability,exception handling,2
Backend Developer,adaptability,fastapi basics,2
Backend Developer,adaptability,flask basics,2
Backend Developer,adaptability,functions,2
Backend Developer,adaptability,gcp,2
Backend Developer,adaptability,git basics,2
Backend Developer,adaptability,innovation,2
Backend Developer,adaptability,java,2
Backend Developer,adaptability,json,2
Backend Developer,adaptability,leadership,2
Backend Developer,adaptability,machine learning,2
Backend Developer,adaptability,matplotlib basics,2
Backend Developer,adaptability,mongodb basics,2
Backend Developer,adaptability,node.js,2
Backend Developer,adaptability,numpy basics,2
Backend Developer,adaptability,oop,2
Backend Developer,adaptability,organization,2
Backend Developer,adaptability,pandas basics,2
Backend Developer,adaptability,python,2
Backend Developer,adaptability,python basics,2
Backend Developer,adaptability,sql basics,2
Backend Developer,adaptability,technical writing,2
Backend Developer,adaptability,time management,2
Backend Developer,adaptability,troubleshooting,2
Backend Developer,adaptability,typescript,2
Backend Developer,adaptability,unittest basics,2
Backend Developer,ado,devops,2
Backend Developer,ado,sql,2
Backend Developer,aggregation,c++,2
Backend Developer,aggregation,java,2
Backend Developer,aggregation,python,2
Backend Developer,aggregation,sql,2
Backend Developer,agile,agile practices,2
Backend Developer,agile,alerting,2
Backend Developer,agile,algorithms,2
Backend Developer,agile,analysis,2
Backend Developer,agile,apache kafka,2
Backend Developer,agile,api design,2
Backend Developer,agile,appium,2
Backend Developer,agile,atlassian tools,2
Backend Developer,agile,attention to detail,2
Backend Developer,agile,auditing,2
Backend Developer,agile,automation,2
Backend Developer,agile,azure functions,2
Backend Developer,agile,backend development,2
Backend Developer,agile,barcode scanners,2
Backend Developer,agile,blazor,2
Backend Developer,agile,build pipelines,2
Backend Developer,agile,change management,2
Backend Developer,agile,ci/cd pipeline,2
Backend Developer,agile,cloud environments,2
Backend Developer,agile,coaching,2
Backend Developer,agile,code review,2
Backend Developer,agile,compliance,2
Backend Developer,agile,container orchestration,2
Backend Developer,agile,container orchestration services,2
Backend Developer,agile,containers,2
Backend Developer,agile,cross functional,2
Backend Developer,agile,data processing,2
Backend Developer,agile,datadog,2
Backend Developer,agile,db2,2
Backend Developer,agile,decision making,2
Backend Developer,agile,deployment,2
Backend Developer,agile,desktop applications,2
Backend Developer,agile,distributed computing,2
Backend Developer,agile,docker containers,2
Backend Developer,agile,dod secret clearance,2
Backend Developer,agile,dynamodb,2
Backend Developer,agile,dynatrace,2
Backend Developer,agile,ec2,2
Backend Developer,agile,ecs,2
Backend Developer,agile,electron,2
Backend Developer,agile,embedded software,2
Backend Developer,agile,eventdriven architecture,2
Backend Developer,agile,fingerprint readers,2
Backend Developer,agile,firebase,2
Backend Developer,agile,flutter,2
Backend Developer,agile,fpga,2
Backend Developer,agile,frontend development,2
Backend Developer,agile,generative ai,2
Backend Developer,agile,google cloud platform,2
Backend Developer,agile,helm charts,2
Backend Developer,agile,hipaa,2
Backend Developer,agile,iam,2
Backend Developer,agile,infrastructure as code,2
Backend Developer,agile,innovation,2
Backend Developer,agile,integration,2
Backend Developer,agile,ios,2
Backend Developer,agile,iris scanners,2
Backend Developer,agile,j2ee,2
Backend Developer,agile,jest,2
Backend Developer,agile,jwt,2
Backend Developer,agile,llm,2
Backend Developer,agile,macos,2
Backend Developer,agile,manual testing,2
Backend Developer,agile,messaging technologies,2
Backend Developer,agile,metrics,2
Backend Developer,agile,microservice architecture,2
Backend Developer,agile,microsoft office,2
Backend Developer,agile,microsoft visio,2
Backend Developer,agile,mockito,2
Backend Developer,agile,monitoring,2
Backend Developer,agile,mulesoft,2
Backend Developer,agile,network protocol development,2
Backend Developer,agile,networking,2
Backend Developer,agile,nifi,2
Backend Developer,agile,node js,2
Backend Developer,agile,numpy,2
Backend Developer,agile,oauth,2
Backend Developer,agile,object oriented programming,2
Backend Developer,agile,observability,2
Backend Developer,agile,open source,2
Backend Developer,agile,open source rdbms,2
Backend Developer,agile,openstack,2
Backend Developer,agile,organizational skills,2
Backend Developer,agile,pair programming,2
Backend Developer,agile,pandas,2
Backend Developer,agile,pgvector,2
Backend Developer,agile,prioritization,2
Backend Developer,agile,react js,2
Backend Developer,agile,red hat enterprise linux,2
Backend Developer,agile,redux,2
Backend Developer,agile,requirements gathering,2
Backend Developer,agile,restful services,2
Backend Developer,agile,rust,2
Backend Developer,agile,saas,2
Backend Developer,agile,satellite communication systems,2
Backend Developer,agile,scripting languages,2
Backend Developer,agile,security clearance,2
Backend Developer,agile,security+,2
Backend Developer,agile,shell,2
Backend Developer,agile,shell scripts,2
Backend Developer,agile,software design patterns,2
Backend Developer,agile,software development process,2
Backend Developer,agile,software engineer,2
Backend Developer,agile,software integration,2
Backend Developer,agile,software quality assurance,2
Backend Developer,agile,solid principles,2
Backend Developer,agile,spring/spring boot,2
Backend Developer,agile,springboot,2
Backend Developer,agile,subversion,2
Backend Developer,agile,system analysis,2
Backend Developer,agile,system design,2
Backend Developer,agile,tcp/udp,2
Backend Developer,agile,team management,2
Backend Developer,agile,technical solutions,2
Backend Developer,agile,technical writing,2
Backend Developer,agile,testdriven development (tdd),2
Backend Developer,agile,uml,2
Backend Developer,agile,user experience,2
Backend Developer,agile,ux/ui design,2
Backend Developer,agile,vb.net,2
Backend Developer,agile,verbal communication,2
Backend Developer,agile,vxworks,2
Backend Developer,agile,web frameworks,2
Backend Developer,agile,webpack,2
Backend Developer,agile,windows powershell,2
Backend Developer,agile,written communication,2
Backend Developer,agile development,ajax,2
Backend Developer,agile development,android,2
Backend Developer,agile development,ansible,2
Backend Developer,agile development,artifactory,2
Backend Developer,agile development,asynchronous message processing,2
Backend Developer,agile development,auth0,2
Backend Developer,agile development,automated testing,2
Backend Developer,agile development,automation testing,2
Backend Developer,agile development,bash,2
Backend Developer,agile development,big data,2
Backend Developer,agile development,bitbucket,2
Backend Developer,agile development,cassandra,2
Backend Developer,agile development,chef,2
Backend Developer,agile development,ci/cd,2
Backend Developer,agile development,ci/cd pipelines,2
Backend Developer,agile development,cloud architecture,2
Backend Developer,agile development,coding standards,2
Backend Developer,agile development,computer science,2
Backend Developer,agile development,containerization,2
Backend Developer,agile development,crossfunctional collaboration,2
Backend Developer,agile development,data mining,2
Backend Developer,agile development,data modeling,2
Backend Developer,agile development,databases,2
Backend Developer,agile development,ec2,2
Backend Developer,agile development,fraud detection,2
Backend Developer,agile development,fullstack development,2
Backend Developer,agile development,functional programming,2
Backend Developer,agile development,go,2
Backend Developer,agile development,golang,2
Backend Developer,agile development,grpc,2
Backend Developer,agile development,hibernate,2
Backend Developer,agile development,html5,2
Backend Developer,agile development,j2ee,2
Backend Developer,agile development,kanban,2
Backend Developer,agile development,kotlin,2
Backend Developer,agile development,load testing,2
Backend Developer,agile development,matlab,2
Backend Developer,agile development,mobile development,2
Backend Developer,agile development,ms sql,2
Backend Developer,agile development,natural language processing,2
Backend Developer,agile development,networking,2
Backend Developer,agile development,nodejs,2
Backend Developer,agile development,openshift,2
Backend Developer,agile development,oracle,2
Backend Developer,agile development,powershell,2
Backend Developer,agile development,problemsolving,2
Backend Developer,agile development,project management,2
Backend Developer,agile development,redis,2
Backend Developer,agile development,reliability,2
Backend Developer,agile development,rest api,2
Backend Developer,agile development,ruby,2
Backend Developer,agile development,rust,2
Backend Developer,agile development,security clearance,2
Backend Developer,agile development,security group,2
Backend Developer,agile development,slack,2
Backend Developer,agile development,soap,2
Backend Developer,agile development,software design,2
Backend Developer,agile development,software development lifecycle,2
Backend Developer,agile development,sql server,2
Backend Developer,agile development,systems engineering,2
Backend Developer,agile development,terraform,2
Backend Developer,agile development,test automation,2
Backend Developer,agile development,testdriven development,2
Backend Developer,agile development,tsql,2
Backend Developer,agile development,ubuntu,2
Backend Developer,agile development,unix,2
Backend Developer,agile development,version control systems,2
Backend Developer,agile development,web application development,2
Backend Developer,agile development,windows,2
Backend Developer,agile development practices,amazon web services,2
Backend Developer,agile development practices,ansible,2
Backend Developer,agile development practices,docker,2
Backend Developer,agile development practices,go,2
Backend Developer,agile development practices,google cloud platform,2
Backend Developer,agile development practices,kubernetes,2
Backend Developer,agile development practices,linux,2
Backend Developer,agile development practices,python,2
Backend Developer,agile development practices,ruby,2
Backend Developer,agile development practices,sql,2
Backend Developer,agile development practices,terraform,2
Backend Developer,agile development practices,unix,2
Backend Developer,agile framework,sql,2
Backend Developer,agile methodologies,aws,2
Backend Developer,agile methodologies,azure,2
Backend Developer,agile methodologies,css,2
Backend Developer,agile methodologies,data management,2
Backend Developer,agile methodologies,deployment,2
Backend Developer,agile methodologies,devops,2
Backend Developer,agile methodologies,docker,2
Backend Developer,agile methodologies,github,2
Backend Developer,agile methodologies,hadoop,2
Backend Developer,agile methodologies,html,2
Backend Developer,agile methodologies,jenkins,2
Backend Developer,agile methodologies,microservices,2
Backend Developer,agile methodologies,node.js,2
Backend Developer,agile methodologies,oauth,2
Backend Developer,agile methodologies,react,2
Backend Developer,agile methodologies,s3,2
Backend Developer,agile methodologies,sap mdg,2
Backend Developer,agile methodologies,typescript,2
Backend Developer,agile methodologies,webpack,2
Backend Developer,agile methodology,algorithms,2
Backend Developer,agile methodology,automotive,2
Backend Developer,agile methodology,bitbucket,2
Backend Developer,agile methodology,continuous integration,2
Backend Developer,agile methodology,data structures,2
Backend Developer,agile methodology,golang,2
Backend Developer,agile methodology,jenkins,2
Backend Developer,agile methodology,kafka,2
Backend Developer,agile methodology,kubernetes,2
Backend Developer,agile methodology,microservice architecture,2
Backend Developer,agile methodology,mvc,2
Backend Developer,agile methodology,nosql,2
Backend Developer,agile methodology,oauth,2
Backend Developer,agile methodology,postgres,2
Backend Developer,agile methodology,rest services,2
Backend Developer,agile methodology,sql server,2
Backend Developer,agile methodology,testdriven development,2
Backend Developer,agile practices,big data,2
Backend Developer,agile practices,c++,2
Backend Developer,agile practices,containerization technologies,2
Backend Developer,agile practices,css,2
Backend Developer,agile practices,data security,2
Backend Developer,agile practices,distributed microservices,2
Backend Developer,agile practices,docker,2
Backend Developer,agile practices,full stack systems,2
Backend Developer,agile practices,html,2
Backend Developer,agile practices,html/css,2
Backend Developer,agile practices,lua,2
Backend Developer,agile practices,multicloud cots products,2
Backend Developer,agile practices,nginx,2
Backend Developer,agile practices,node.js,2
Backend Developer,agile practices,nosql,2
Backend Developer,agile practices,people management,2
Backend Developer,agile practices,rust,2
Backend Developer,agile practices,site reliability engineering,2
Backend Developer,agile scrum,docker,2
Backend Developer,agile scrum,git,2
Backend Developer,agile scrum,javascript,2
Backend Developer,agile scrum,python,2
Backend Developer,agile software development,ai/ml,2
Backend Developer,agile software development,analytics,2
Backend Developer,agile software development,bash scripting,2
Backend Developer,agile software development,c++,2
Backend Developer,agile software development,computer science,2
Backend Developer,agile software development,data lakes,2
Backend Developer,agile software development,highperformance computing,2
Backend Developer,agile software development,software design,2
Backend Developer,agile software development methodologies,git,2
Backend Developer,agile software development methodologies,jira,2
Backend Developer,agile software development methodologies,python,2
Backend Developer,agile software development methodologies,scrum,2
Backend Developer,agile/scrum,azure,2
Backend Developer,agile/scrum,cloud computing,2
Backend Developer,agile/scrum,data analytics,2
Backend Developer,agile/scrum,git/github,2
Backend Developer,agile/scrum,github,2
Backend Developer,agile/scrum,google cloud platform (gcp),2
Backend Developer,agile/scrum,gps,2
Backend Developer,agile/scrum,json/xml,2
Backend Developer,agile/scrum,kotlin coroutines,2
Backend Developer,agile/scrum,microservices,2
Backend Developer,agile/scrum,telematics,2
Backend Developer,agile/scrum,testdriven development (tdd),2
Backend Developer,agile/scrum,vue.js,2
Backend Developer,ai,apache,2
Backend Developer,ai,api,2
Backend Developer,ai,azure devops,2
Backend Developer,ai,bash,2
Backend Developer,ai,big data,2
Backend Developer,ai,cloud,2
Backend Developer,ai,cloud computing,2
Backend Developer,ai,communication,2
Backend Developer,ai,computer science,2
Backend Developer,ai,css,2
Backend Developer,ai,data science,2
Backend Developer,ai,distributed systems,2
Backend Developer,ai,django,2
Backend Developer,ai,dns,2
Backend Developer,ai,fastapi,2
Backend Developer,ai,flask,2
Backend Developer,ai,generative ai,2
Backend Developer,ai,github,2
Backend Developer,ai,html,2
Backend Developer,ai,jenkins,2
Backend Developer,ai,kotlin,2
Backend Developer,ai,langchain,2
Backend Developer,ai,mongodb,2
Backend Developer,ai,mysql,2
Backend Developer,ai,nlp,2
Backend Developer,ai,nosql,2
Backend Developer,ai,openai,2
Backend Developer,ai,pgvector,2
Backend Developer,ai,postgresql,2
Backend Developer,ai,prometheus,2
Backend Developer,ai,prompt engineering,2
Backend Developer,ai,rabbitmq,2
Backend Developer,ai,rag,2
Backend Developer,ai,restful apis,2
Backend Developer,ai,scrum,2
Backend Developer,ai,spark,2
Backend Developer,ai,sql server,2
Backend Developer,ai,tcp/ip,2
Backend Developer,ai,visual studio,2
Backend Developer,ai/ml,alerting,2
Backend Developer,ai/ml,analytics,2
Backend Developer,ai/ml,cloud computing,2
Backend Developer,ai/ml,containers,2
Backend Developer,ai/ml,data lakes,2
Backend Developer,ai/ml,devops,2
Backend Developer,ai/ml,golang,2
Backend Developer,ai/ml,highperformance computing,2
Backend Developer,ai/ml,kubernetes,2
Backend Developer,ai/ml,linux,2
Backend Developer,ai/ml,monitoring,2
Backend Developer,ai/ml,networking,2
Backend Developer,ai/ml,openstack,2
Backend Developer,ai/ml,private cloud,2
Backend Developer,ai/ml,python,2
Backend Developer,ai/ml,software engineering,2
Backend Developer,ai/ml,virtualization,2
Backend Developer,airflow,ci/cd,2
Backend Developer,airflow,java,2
Backend Developer,airflow,redshift,2
Backend Developer,airoha,amlogic,2
Backend Developer,airoha,android,2
Backend Developer,airoha,audio processing,2
Backend Developer,airoha,bes soc systems,2
Backend Developer,airoha,bluetooth,2
Backend Developer,airoha,drm,2
Backend Developer,airoha,embedded software security,2
Backend Developer,airoha,i2c,2
Backend Developer,airoha,i2s,2
Backend Developer,airoha,linux,2
Backend Developer,airoha,mobile app interfaces,2
Backend Developer,airoha,qualcomm hexagon,2
Backend Developer,airoha,spi,2
Backend Developer,airoha,stmicro,2
Backend Developer,airoha,wireless communication protocols,2
Backend Developer,ajax,asp.net,2
Backend Developer,ajax,c++,2
Backend Developer,ajax,data structures,2
Backend Developer,ajax,git,2
Backend Developer,ajax,html5,2
Backend Developer,ajax,jquery,2
Backend Developer,ajax,json,2
Backend Developer,ajax,kubernetes,2
Backend Developer,ajax,linux,2
Backend Developer,ajax,nosql,2
Backend Developer,ajax,sql server,2
Backend Developer,ajax,visual basic,2
Backend Developer,ajax,visual studio,2
Backend Developer,akka,docker,2
Backend Developer,akka,grpc,2
Backend Developer,akka,java,2
Backend Developer,akka,kotlin,2
Backend Developer,akka,react,2
Backend Developer,akka,scala,2
Backend Developer,akka,typescript,2
Backend Developer,aks,arm,2
Backend Developer,aks,azure devops,2
Backend Developer,aks,bicep,2
Backend Developer,aks,c#,2
Backend Developer,aks,communication skills,2
Backend Developer,aks,gcp,2
Backend Developer,aks,pulumi,2
Backend Developer,aks,terraform,2
Backend Developer,alerting,automation,2
Backend Developer,alerting,communication,2
Backend Developer,alerting,data lakes,2
Backend Developer,alerting,design,2
Backend Developer,alerting,highperformance computing,2
Backend Developer,alerting,infrastructure as code,2
Backend Developer,alerting,learning from incidents,2
Backend Developer,alerting,metrics,2
Backend Developer,alerting,private cloud,2
Backend Developer,alerting,programming languages,2
Backend Developer,alerting,resilience engineering,2
Backend Developer,alerting,scalability,2
Backend Developer,alerting,security,2
Backend Developer,alerting,site reliability engineering (sre),2
Backend Developer,alerting,splunk,2
Backend Developer,alerting,ux,2
Backend Developer,algorithms,android framework,2
Backend Developer,algorithms,angular,2
Backend Developer,algorithms,big data,2
Backend Developer,algorithms,census,2
Backend Developer,algorithms,cloudbased environments,2
Backend Developer,algorithms,collaboration,2
Backend Developer,algorithms,computer science,2
Backend Developer,algorithms,continuous integration,2
Backend Developer,algorithms,core libraries,2
Backend Developer,algorithms,debugging,2
Backend Developer,algorithms,design,2
Backend Developer,algorithms,design systems,2
Backend Developer,algorithms,devops,2
Backend Developer,algorithms,gcp,2
Backend Developer,algorithms,generative ai,2
Backend Developer,algorithms,golang,2
Backend Developer,algorithms,google cloud,2
Backend Developer,algorithms,hakana,2
Backend Developer,algorithms,highquality code,2
Backend Developer,algorithms,http,2
Backend Developer,algorithms,jira,2
Backend Developer,algorithms,json,2
Backend Developer,algorithms,kafka,2
Backend Developer,algorithms,kotlin,2
Backend Developer,algorithms,learning from incidents,2
Backend Developer,algorithms,metrics,2
Backend Developer,algorithms,nosql,2
Backend Developer,algorithms,operating system,2
Backend Developer,algorithms,operating systems,2
Backend Developer,algorithms,performance benchmarking,2
Backend Developer,algorithms,problem solving,2
Backend Developer,algorithms,product development,2
Backend Developer,algorithms,quality assurance,2
Backend Developer,algorithms,react,2
Backend Developer,algorithms,research,2
Backend Developer,algorithms,resilience engineering,2
Backend Developer,algorithms,rest,2
Backend Developer,algorithms,risk management,2
Backend Developer,algorithms,robotics,2
Backend Developer,algorithms,saas,2
Backend Developer,algorithms,sdlc,2
Backend Developer,algorithms,sieve,2
Backend Developer,algorithms,site reliability engineering (sre),2
Backend Developer,algorithms,slack,2
Backend Developer,algorithms,sql,2
Backend Developer,algorithms,technical writing,2
Backend Developer,algorithms,testing,2
Backend Developer,algorithms,threading,2
Backend Developer,algorithms,typescript,2
Backend Developer,algorithms,ux,2
Backend Developer,algorithms,webapp api,2
Backend Developer,alsa,c/c++,2
Backend Developer,amazon redshift,fullstack development,2
Backend Developer,amazon redshift,python,2
Backend Developer,amazon web services,ansible,2
Backend Developer,amazon web services,artificial intelligence,2
Backend Developer,amazon web services,azure,2
Backend Developer,amazon web services,change management,2
Backend Developer,amazon web services,cypress,2
Backend Developer,amazon web services,databases,2
Backend Developer,amazon web services,git,2
Backend Developer,amazon web services,go,2
Backend Developer,amazon web services,jira,2
Backend Developer,amazon web services,jquery,2
Backend Developer,amazon web services,microservices,2
Backend Developer,amazon web services,microsoft certified solutions architect,2
Backend Developer,amazon web services,microsoft certified solutions developer (mcsd),2
Backend Developer,amazon web services,microsoft certified solutions expert (mcse),2
Backend Developer,amazon web services,microsoft sharepoint,2
Backend Developer,amazon web services,microsoft team foundation services (tfs),2
Backend Developer,amazon web services,microsoft visio,2
Backend Developer,amazon web services,office 365,2
Backend Developer,amazon web services,power bi,2
Backend Developer,amazon web services,rest,2
Backend Developer,amazon web services,soap,2
Backend Developer,amazon web services,software development life cycle (sdlc),2
Backend Developer,amazon web services,software engineering,2
Backend Developer,amazon web services,sql server,2
Backend Developer,amazon web services,sql server integration services (ssis),2
Backend Developer,amazon web services,sql server reporting services (ssrs),2
Backend Developer,amazon web services,svn,2
Backend Developer,amazon web services,terraform,2
Backend Developer,amazon web services,typescript,2
Backend Developer,amazon web services,visual studio,2
Backend Developer,amazon web services,web api,2
Backend Developer,amazon web services (aws),docker,2
Backend Developer,amazon web services (aws),gitlab,2
Backend Developer,amazon web services (aws),grpc,2
Backend Developer,amazon web services (aws),python,2
Backend Developer,amlogic,android,2
Backend Developer,amlogic,audio processing,2
Backend Developer,amlogic,bes soc systems,2
Backend Developer,amlogic,bluetooth,2
Backend Developer,amlogic,drm,2
Backend Developer,amlogic,embedded software security,2
Backend Developer,amlogic,i2c,2
Backend Developer,amlogic,i2s,2
Backend Developer,amlogic,linux,2
Backend Developer,amlogic,mobile app interfaces,2
Backend Developer,amlogic,qualcomm hexagon,2
Backend Developer,amlogic,spi,2
Backend Developer,amlogic,stmicro,2
Backend Developer,amlogic,wireless communication protocols,2
Backend Developer,amt,automation,2
Backend Developer,amt,configuration management,2
Backend Developer,amt,network technologies,2
Backend Developer,amt,rapid deployment,2
Backend Developer,amt,service orchestration,2
Backend Developer,amt,software development,2
Backend Developer,amt,storage,2
Backend Developer,amt,storage technologies,2
Backend Developer,analysis,architecture,2
Backend Developer,analysis,ci/cd,2
Backend Developer,analysis,docker,2
Backend Developer,analysis,git,2
Backend Developer,analysis,java,2
Backend Developer,analysis,kubernetes,2
Backend Developer,analysis,scrum,2
Backend Developer,analysis,software development,2
Backend Developer,analysis,software engineering,2
Backend Developer,analytical skills,ci/cd,2
Backend Developer,analytical skills,cloud architecture,2
Backend Developer,analytical skills,containerization,2
Backend Developer,analytical skills,continuous integration,2
Backend Developer,analytical skills,debugging,2
Backend Developer,analytical skills,deployment,2
Backend Developer,analytical skills,devsecops,2
Backend Developer,analytical skills,engineering,2
Backend Developer,analytical skills,frameworks,2
Backend Developer,analytical skills,google cloud,2
Backend Developer,analytical skills,jenkins,2
Backend Developer,analytical skills,kubernetes,2
Backend Developer,analytical skills,lambda,2
Backend Developer,analytical skills,leadership,2
Backend Developer,analytical skills,matlab,2
Backend Developer,analytical skills,microservices,2
Backend Developer,analytical skills,postgresql,2
Backend Developer,analytical skills,project management,2
Backend Developer,analytical skills,rds,2
Backend Developer,analytical skills,react,2
Backend Developer,analytical skills,rust,2
Backend Developer,analytical skills,s3,2
Backend Developer,analytical skills,software design patterns,2
Backend Developer,analytical skills,technical documentation,2
Backend Developer,analytical skills,terraform,2
Backend Developer,analytical skills,testing,2
Backend Developer,analytical skills,troubleshooting,2
Backend Developer,analytical skills,version control,2
Backend Developer,analytical skills,visual studio,2
Backend Developer,analytical thinking,collaboration,2
Backend Developer,analytical thinking,git,2
Backend Developer,analytical thinking,java,2
Backend Developer,analytical thinking,javascript,2
Backend Developer,analytical thinking,sql,2
Backend Developer,analytics,coding,2
Backend Developer,analytics,communication,2
Backend Developer,analytics,containers,2
Backend Developer,analytics,crossfunctional collaboration,2
Backend Developer,analytics,data lakes,2
Backend Developer,analytics,data science,2
Backend Developer,analytics,design,2
Backend Developer,analytics,golang,2
Backend Developer,analytics,highperformance computing,2
Backend Developer,analytics,javascript,2
Backend Developer,analytics,learning from incidents,2
Backend Developer,analytics,mentoring,2
Backend Developer,analytics,metrics,2
Backend Developer,analytics,networking,2
Backend Developer,analytics,openstack,2
Backend Developer,analytics,private cloud,2
Backend Developer,analytics,programming,2
Backend Developer,analytics,programming languages,2
Backend Developer,analytics,project management,2
Backend Developer,analytics,resilience engineering,2
Backend Developer,analytics,site reliability engineering (sre),2
Backend Developer,analytics,ux,2
Backend Developer,analytics,virtualization,2
Backend Developer,android,android ui/ux design,2
Backend Developer,android,api,2
Backend Developer,android,audio processing,2
Backend Developer,android,aws,2
Backend Developer,android,azure functions,2
Backend Developer,android,bes soc systems,2
Backend Developer,android,c/c++,2
Backend Developer,android,communication,2
Backend Developer,android,continuous integration,2
Backend Developer,android,data analytics,2
Backend Developer,android,data science,2
Backend Developer,android,debugging,2
Backend Developer,android,devops,2
Backend Developer,android,drm,2
Backend Developer,android,embedded software security,2
Backend Developer,android,gcp,2
Backend Developer,android,git/github,2
Backend Developer,android,google cloud functions,2
Backend Developer,android,google firestore,2
Backend Developer,android,gps,2
Backend Developer,android,i2s,2
Backend Developer,android,json/xml,2
Backend Developer,android,machine learning,2
Backend Developer,android,mobile app interfaces,2
Backend Developer,android,nosql,2
Backend Developer,android,objectoriented programming,2
Backend Developer,android,problemsolving,2
Backend Developer,android,product management,2
Backend Developer,android,qualcomm hexagon,2
Backend Developer,android,quality engineering,2
Backend Developer,android,react native,2
Backend Developer,android,ruby,2
Backend Developer,android,scrum,2
Backend Developer,android,serverless backend technologies,2
Backend Developer,android,software engineering,2
Backend Developer,android,stmicro,2
Backend Developer,android,teamwork,2
Backend Developer,android,telematics,2
Backend Developer,android,ui/ux,2
Backend Developer,android,user experience,2
Backend Developer,android,user interfaces,2
Backend Developer,android,web development,2
Backend Developer,android,wireless communication protocols,2
Backend Developer,android,xml,2
Backend Developer,android framework,concurrency,2
Backend Developer,android framework,data structures,2
Backend Developer,android framework,debugging,2
Backend Developer,android framework,design systems,2
Backend Developer,android framework,java,2
Backend Developer,android framework,kotlin,2
Backend Developer,android framework,performance benchmarking,2
Backend Developer,android framework,threading,2
Backend Developer,android studio,android ui/ux design,2
Backend Developer,android studio,appium,2
Backend Developer,android studio,azure functions,2
Backend Developer,android studio,ci/cd,2
Backend Developer,android studio,cloud computing,2
Backend Developer,android studio,data analytics,2
Backend Developer,android studio,eggplant,2
Backend Developer,android studio,git/github,2
Backend Developer,android studio,google cloud functions,2
Backend Developer,android studio,google firestore,2
Backend Developer,android studio,gps,2
Backend Developer,android studio,json,2
Backend Developer,android studio,json/xml,2
Backend Developer,android studio,nosql,2
Backend Developer,android studio,selendroid,2
Backend Developer,android studio,serverless backend technologies,2
Backend Developer,android studio,sql,2
Backend Developer,android studio,tdd,2
Backend Developer,android studio,telematics,2
Backend Developer,android studio,unit testing,2
Backend Developer,android studio,xml,2
Backend Developer,android ui/ux design,firebase,2
Backend Developer,android ui/ux design,golang,2
Backend Developer,android ui/ux design,google cloud platform (gcp),2
Backend Developer,android ui/ux design,google firestore,2
Backend Developer,android ui/ux design,google play store,2
Backend Developer,android ui/ux design,gradle,2
Backend Developer,android ui/ux design,javascript,2
Backend Developer,android ui/ux design,kotlin,2
Backend Developer,android ui/ux design,kotlin coroutines,2
Backend Developer,android ui/ux design,node.js,2
Backend Developer,android ui/ux design,objectoriented programming,2
Backend Developer,android ui/ux design,restful apis,2
Backend Developer,android ui/ux design,serverless backend technologies,2
Backend Developer,android ui/ux design,testdriven development (tdd),2
Backend Developer,angular,angularjs,2
Backend Developer,angular,apache spark,2
Backend Developer,angular,asp.net mvc,2
Backend Developer,angular,aws lambda,2
Backend Developer,angular,azure cloud,2
Backend Developer,angular,azure service bus,2
Backend Developer,angular,backend development,2
Backend Developer,angular,barcode scanners,2
Backend Developer,angular,build pipelines,2
Backend Developer,angular,build systems,2
Backend Developer,angular,c#.net,2
Backend Developer,angular,change management,2
Backend Developer,angular,cloud environments,2
Backend Developer,angular,code refactoring,2
Backend Developer,angular,code review,2
Backend Developer,angular,computer vision,2
Backend Developer,angular,containerization,2
