role_category,source_skill,target_skill,weight
AI / Machine Learning Engineer,aws,langchain,7
AI / Machine Learning Engineer,aws,terraform,7
AI / Machine Learning Engineer,azure,jenkins,7
AI / Machine Learning Engineer,azure,powershell,7
AI / Machine Learning Engineer,azure,version control,7
AI / Machine Learning Engineer,bash,docker,7
AI / Machine Learning Engineer,bash,spark,7
AI / Machine Learning Engineer,c#,c++,7
AI / Machine Learning Engineer,c++,google cloud,7
AI / Machine Learning Engineer,c/c++,linux,7
AI / Machine Learning Engineer,c/c++,sql,7
AI / Machine Learning Engineer,cassandra,spark,7
AI / Machine Learning Engineer,ci/cd,linux,7
AI / Machine Learning Engineer,ci/cd,powershell,7
AI / Machine Learning Engineer,computer vision,gitlab,7
AI / Machine Learning Engineer,computer vision,golang,7
AI / Machine Learning Engineer,computer vision,tdd,7
AI / Machine Learning Engineer,confluence,hadoop,7
AI / Machine Learning Engineer,data modeling,spark,7
AI / Machine Learning Engineer,deep learning,jira,7
AI / Machine Learning Engineer,deep learning,version control,7
AI / Machine Learning Engineer,docker,microservices,7
AI / Machine Learning Engineer,etl,git,7
AI / Machine Learning Engineer,etl,tensorflow,7
AI / Machine Learning Engineer,fastapi,flask,7
AI / Machine Learning Engineer,fastapi,machine learning,7
AI / Machine Learning Engineer,fastapi,pytorch,7
AI / Machine Learning Engineer,gcp,linux,7
AI / Machine Learning Engineer,git,powershell,7
AI / Machine Learning Engineer,github,kafka,7
AI / Machine Learning Engineer,go,linux,7
AI / Machine Learning Engineer,golang,java,7
AI / Machine Learning Engineer,golang,spark,7
AI / Machine Learning Engineer,hadoop,jira,7
AI / Machine Learning Engineer,hive,kubernetes,7
AI / Machine Learning Engineer,java,mongodb,7
AI / Machine Learning Engineer,kubernetes,powershell,7
AI / Machine Learning Engineer,langchain,tensorflow,7
AI / Machine Learning Engineer,linux,nlp,7
AI / Machine Learning Engineer,llm,sql,7
AI / Machine Learning Engineer,machine learning,oracle,7
AI / Machine Learning Engineer,machine learning,powershell,7
AI / Machine Learning Engineer,machine learning,ruby,7
AI / Machine Learning Engineer,node.js,python,7
AI / Machine Learning Engineer,powershell,python,7
AI / Machine Learning Engineer,python,selenium,7
AI / Machine Learning Engineer,selenium,sql,7
AI / Machine Learning Engineer,tensorflow,terraform,7
AI / Machine Learning Engineer,agile,cypress,6
AI / Machine Learning Engineer,agile,golang,6
AI / Machine Learning Engineer,agile,powershell,6
AI / Machine Learning Engineer,agile,selenium,6
AI / Machine Learning Engineer,agile,soap,6
AI / Machine Learning Engineer,ai,fastapi,6
AI / Machine Learning Engineer,ai,kotlin,6
AI / Machine Learning Engineer,ai,microservices,6
AI / Machine Learning Engineer,ai,postgresql,6
AI / Machine Learning Engineer,ai,react,6
AI / Machine Learning Engineer,apache,artificial intelligence,6
AI / Machine Learning Engineer,apache,git,6
AI / Machine Learning Engineer,apache,golang,6
AI / Machine Learning Engineer,apache,javascript,6
AI / Machine Learning Engineer,apache,linux,6
AI / Machine Learning Engineer,artificial intelligence,data modeling,6
AI / Machine Learning Engineer,artificial intelligence,javascript,6
AI / Machine Learning Engineer,aws,c#,6
AI / Machine Learning Engineer,aws,postgresql,6
AI / Machine Learning Engineer,aws,tableau,6
AI / Machine Learning Engineer,azure,cypress,6
AI / Machine Learning Engineer,azure,data modeling,6
AI / Machine Learning Engineer,azure,microservices,6
AI / Machine Learning Engineer,azure,prompt engineering,6
AI / Machine Learning Engineer,azure,selenium,6
AI / Machine Learning Engineer,azure,soap,6
AI / Machine Learning Engineer,c,deep learning,6
AI / Machine Learning Engineer,c,pytorch,6
AI / Machine Learning Engineer,c#,git,6
AI / Machine Learning Engineer,c/c++,golang,6
AI / Machine Learning Engineer,cassandra,hive,6
AI / Machine Learning Engineer,computer vision,kafka,6
AI / Machine Learning Engineer,confluence,pytorch,6
AI / Machine Learning Engineer,cypress,python,6
AI / Machine Learning Engineer,cypress,selenium,6
AI / Machine Learning Engineer,cypress,soap,6
AI / Machine Learning Engineer,cypress,sql,6
AI / Machine Learning Engineer,deep learning,langchain,6
AI / Machine Learning Engineer,django,golang,6
AI / Machine Learning Engineer,docker,etl,6
AI / Machine Learning Engineer,docker,github,6
AI / Machine Learning Engineer,docker,kanban,6
AI / Machine Learning Engineer,docker,langchain,6
AI / Machine Learning Engineer,docker,terraform,6
AI / Machine Learning Engineer,etl,hadoop,6
AI / Machine Learning Engineer,fastapi,sql,6
AI / Machine Learning Engineer,flask,kubernetes,6
AI / Machine Learning Engineer,gcp,langchain,6
AI / Machine Learning Engineer,git,terraform,6
AI / Machine Learning Engineer,github,kubernetes,6
AI / Machine Learning Engineer,github actions,python,6
AI / Machine Learning Engineer,go,kubernetes,6
AI / Machine Learning Engineer,google cloud,jira,6
AI / Machine Learning Engineer,google cloud,nlp,6
AI / Machine Learning Engineer,hive,kafka,6
AI / Machine Learning Engineer,hive,pytorch,6
AI / Machine Learning Engineer,java,version control,6
AI / Machine Learning Engineer,javascript,linux,6
AI / Machine Learning Engineer,jenkins,pytorch,6
AI / Machine Learning Engineer,jira,scrum,6
AI / Machine Learning Engineer,jira,selenium,6
AI / Machine Learning Engineer,kubernetes,langchain,6
AI / Machine Learning Engineer,linux,version control,6
AI / Machine Learning Engineer,machine learning,node.js,6
AI / Machine Learning Engineer,machine learning,prompt engineering,6
AI / Machine Learning Engineer,machine learning,react,6
AI / Machine Learning Engineer,microservices,tensorflow,6
AI / Machine Learning Engineer,mongodb,sql,6
AI / Machine Learning Engineer,nlp,scrum,6
AI / Machine Learning Engineer,pmp,pytorch,6
AI / Machine Learning Engineer,python,soap,6
AI / Machine Learning Engineer,python,sql server,6
AI / Machine Learning Engineer,pytorch,ruby,6
AI / Machine Learning Engineer,ruby,spark,6
AI / Machine Learning Engineer,ruby,tensorflow,6
AI / Machine Learning Engineer,selenium,soap,6
AI / Machine Learning Engineer,soap,sql,6
AI / Machine Learning Engineer,sql,version control,6
AI / Machine Learning Engineer,agile,cassandra,5
AI / Machine Learning Engineer,agile,loadrunner,5
AI / Machine Learning Engineer,agile,terraform,5
AI / Machine Learning Engineer,ai,go,5
AI / Machine Learning Engineer,ai,golang,5
AI / Machine Learning Engineer,ai,powershell,5
AI / Machine Learning Engineer,ai,typescript,5
AI / Machine Learning Engineer,angular,java,5
AI / Machine Learning Engineer,angular,machine learning,5
AI / Machine Learning Engineer,apache,c#,5
AI / Machine Learning Engineer,apache,ci/cd,5
AI / Machine Learning Engineer,apache,data modeling,5
AI / Machine Learning Engineer,apache,deep learning,5
AI / Machine Learning Engineer,apache,gcp,5
AI / Machine Learning Engineer,artificial intelligence,c#,5
AI / Machine Learning Engineer,aws,c/c++,5
AI / Machine Learning Engineer,aws,go,5
AI / Machine Learning Engineer,azure,confluence,5
AI / Machine Learning Engineer,azure,javascript,5
AI / Machine Learning Engineer,azure,loadrunner,5
AI / Machine Learning Engineer,azure,openai,5
AI / Machine Learning Engineer,azure,rag,5
AI / Machine Learning Engineer,azure,sql server,5
AI / Machine Learning Engineer,bash,deep learning,5
AI / Machine Learning Engineer,bitbucket,docker,5
AI / Machine Learning Engineer,c,tensorflow,5
AI / Machine Learning Engineer,c#,javascript,5
AI / Machine Learning Engineer,c#,sql,5
AI / Machine Learning Engineer,c++,hadoop,5
AI / Machine Learning Engineer,c/c++,spark,5
AI / Machine Learning Engineer,cassandra,git,5
AI / Machine Learning Engineer,cassandra,hadoop,5
AI / Machine Learning Engineer,ci/cd,computer vision,5
AI / Machine Learning Engineer,ci/cd,jenkins,5
AI / Machine Learning Engineer,ci/cd,llm,5
AI / Machine Learning Engineer,ci/cd,nlp,5
AI / Machine Learning Engineer,ci/cd,version control,5
AI / Machine Learning Engineer,computer vision,fastapi,5
AI / Machine Learning Engineer,computer vision,javascript,5
AI / Machine Learning Engineer,computer vision,scrum,5
AI / Machine Learning Engineer,computer vision,version control,5
AI / Machine Learning Engineer,confluence,deep learning,5
AI / Machine Learning Engineer,confluence,google cloud,5
AI / Machine Learning Engineer,confluence,linux,5
AI / Machine Learning Engineer,confluence,scrum,5
AI / Machine Learning Engineer,confluence,tensorflow,5
AI / Machine Learning Engineer,cypress,jira,5
AI / Machine Learning Engineer,cypress,loadrunner,5
AI / Machine Learning Engineer,data modeling,docker,5
AI / Machine Learning Engineer,deep learning,github,5
AI / Machine Learning Engineer,deep learning,go,5
AI / Machine Learning Engineer,deep learning,golang,5
AI / Machine Learning Engineer,docker,mongodb,5
AI / Machine Learning Engineer,docker,postgresql,5
AI / Machine Learning Engineer,etl,pytorch,5
AI / Machine Learning Engineer,fastapi,kubernetes,5
AI / Machine Learning Engineer,fastapi,openai,5
AI / Machine Learning Engineer,flask,tensorflow,5
AI / Machine Learning Engineer,gcp,google cloud,5
AI / Machine Learning Engineer,gcp,hive,5
AI / Machine Learning Engineer,gcp,jira,5
AI / Machine Learning Engineer,gcp,kanban,5
AI / Machine Learning Engineer,gcp,prompt engineering,5
AI / Machine Learning Engineer,git,github,5
AI / Machine Learning Engineer,git,mongodb,5
AI / Machine Learning Engineer,git,postgresql,5
AI / Machine Learning Engineer,git,sql server,5
AI / Machine Learning Engineer,git,tableau,5
AI / Machine Learning Engineer,github,java,5
AI / Machine Learning Engineer,github,linux,5
AI / Machine Learning Engineer,github,spark,5
AI / Machine Learning Engineer,github actions,machine learning,5
AI / Machine Learning Engineer,gitlab,golang,5
AI / Machine Learning Engineer,go,java,5
AI / Machine Learning Engineer,go,tensorflow,5
AI / Machine Learning Engineer,golang,linux,5
AI / Machine Learning Engineer,golang,tdd,5
AI / Machine Learning Engineer,google cloud,kafka,5
AI / Machine Learning Engineer,google cloud,microservices,5
AI / Machine Learning Engineer,grafana,machine learning,5
AI / Machine Learning Engineer,iot,python,5
AI / Machine Learning Engineer,java,llm,5
AI / Machine Learning Engineer,java,mysql,5
AI / Machine Learning Engineer,java,oracle,5
AI / Machine Learning Engineer,javascript,spark,5
AI / Machine Learning Engineer,jenkins,jira,5
AI / Machine Learning Engineer,jira,kanban,5
AI / Machine Learning Engineer,jira,linux,5
AI / Machine Learning Engineer,jira,loadrunner,5
AI / Machine Learning Engineer,jira,soap,5
AI / Machine Learning Engineer,kubernetes,mongodb,5
AI / Machine Learning Engineer,kubernetes,postgresql,5
AI / Machine Learning Engineer,kubernetes,version control,5
AI / Machine Learning Engineer,langchain,llm,5
AI / Machine Learning Engineer,linux,postgresql,5
AI / Machine Learning Engineer,llm,openai,5
AI / Machine Learning Engineer,llm,rag,5
AI / Machine Learning Engineer,loadrunner,python,5
AI / Machine Learning Engineer,loadrunner,selenium,5
AI / Machine Learning Engineer,loadrunner,soap,5
AI / Machine Learning Engineer,loadrunner,sql,5
AI / Machine Learning Engineer,machine learning,prometheus,5
AI / Machine Learning Engineer,machine learning,sql server,5
AI / Machine Learning Engineer,microservices,pytorch,5
AI / Machine Learning Engineer,microservices,sql,5
AI / Machine Learning Engineer,mysql,postgresql,5
AI / Machine Learning Engineer,nlp,ruby,5
AI / Machine Learning Engineer,oracle,sql,5
AI / Machine Learning Engineer,postgresql,pytorch,5
AI / Machine Learning Engineer,python,rag,5
AI / Machine Learning Engineer,python,typescript,5
AI / Machine Learning Engineer,spark,sql server,5
AI / Machine Learning Engineer,spark,tableau,5
AI / Machine Learning Engineer,spark,version control,5
AI / Machine Learning Engineer,tableau,tensorflow,5
AI / Machine Learning Engineer,agile,c/c++,4
AI / Machine Learning Engineer,agile,data modeling,4
AI / Machine Learning Engineer,agile,javascript,4
AI / Machine Learning Engineer,agile,sql server,4
AI / Machine Learning Engineer,ai,angular,4
AI / Machine Learning Engineer,ai,c,4
AI / Machine Learning Engineer,ai,cassandra,4
AI / Machine Learning Engineer,ai,flask,4
AI / Machine Learning Engineer,ai,rpa,4
AI / Machine Learning Engineer,angular,aws,4
AI / Machine Learning Engineer,angular,javascript,4
AI / Machine Learning Engineer,angular,react,4
AI / Machine Learning Engineer,apache,c/c++,4
AI / Machine Learning Engineer,artificial intelligence,kotlin,4
AI / Machine Learning Engineer,automation testing,golang,4
AI / Machine Learning Engineer,aws,cassandra,4
AI / Machine Learning Engineer,aws,fastapi,4
AI / Machine Learning Engineer,aws,flask,4
AI / Machine Learning Engineer,aws,github actions,4
AI / Machine Learning Engineer,aws,mongodb,4
AI / Machine Learning Engineer,aws,mysql,4
AI / Machine Learning Engineer,aws,node.js,4
AI / Machine Learning Engineer,aws,openai,4
AI / Machine Learning Engineer,aws,rag,4
AI / Machine Learning Engineer,aws,react,4
AI / Machine Learning Engineer,azure,fastapi,4
AI / Machine Learning Engineer,azure,golang,4
AI / Machine Learning Engineer,azure,terraform,4
AI / Machine Learning Engineer,bash,ci/cd,4
AI / Machine Learning Engineer,bash,computer vision,4
AI / Machine Learning Engineer,bash,pytorch,4
AI / Machine Learning Engineer,bitbucket,jenkins,4
AI / Machine Learning Engineer,bitbucket,kubernetes,4
AI / Machine Learning Engineer,bitbucket,machine learning,4
AI / Machine Learning Engineer,bitbucket,python,4
AI / Machine Learning Engineer,c,computer vision,4
AI / Machine Learning Engineer,c#,c/c++,4
AI / Machine Learning Engineer,c#,golang,4
AI / Machine Learning Engineer,c#,linux,4
AI / Machine Learning Engineer,c#,spark,4
AI / Machine Learning Engineer,c++,confluence,4
AI / Machine Learning Engineer,c++,jira,4
AI / Machine Learning Engineer,c/c++,cassandra,4
AI / Machine Learning Engineer,c/c++,mongodb,4
AI / Machine Learning Engineer,cassandra,confluence,4
AI / Machine Learning Engineer,cassandra,deep learning,4
AI / Machine Learning Engineer,cassandra,docker,4
AI / Machine Learning Engineer,cassandra,google cloud,4
AI / Machine Learning Engineer,cassandra,jira,4
AI / Machine Learning Engineer,cassandra,kubernetes,4
AI / Machine Learning Engineer,cassandra,redis,4
AI / Machine Learning Engineer,ci/cd,scrum,4
AI / Machine Learning Engineer,ci/cd,terraform,4
AI / Machine Learning Engineer,computer vision,flask,4
AI / Machine Learning Engineer,computer vision,hive,4
AI / Machine Learning Engineer,computer vision,iot,4
AI / Machine Learning Engineer,computer vision,jira,4
AI / Machine Learning Engineer,computer vision,terraform,4
AI / Machine Learning Engineer,confluence,hive,4
AI / Machine Learning Engineer,confluence,jenkins,4
AI / Machine Learning Engineer,confluence,kanban,4
AI / Machine Learning Engineer,data modeling,git,4
AI / Machine Learning Engineer,data modeling,golang,4
AI / Machine Learning Engineer,data modeling,javascript,4
AI / Machine Learning Engineer,deep learning,flask,4
AI / Machine Learning Engineer,deep learning,javascript,4
AI / Machine Learning Engineer,deep learning,jenkins,4
AI / Machine Learning Engineer,deep learning,mongodb,4
AI / Machine Learning Engineer,deep learning,postgresql,4
AI / Machine Learning Engineer,deep learning,power bi,4
AI / Machine Learning Engineer,deep learning,prompt engineering,4
AI / Machine Learning Engineer,deep learning,tableau,4
AI / Machine Learning Engineer,deep learning,terraform,4
AI / Machine Learning Engineer,docker,github actions,4
AI / Machine Learning Engineer,docker,go,4
AI / Machine Learning Engineer,docker,hive,4
AI / Machine Learning Engineer,docker,node.js,4
